ENSG00000186092.6	OR4F5
ENSG00000185049.14	NELFA
ENSG00000243449.6	C4orf48
ENSG00000185818.7	NAT8L
ENSG00000130997.16	POLN
ENSG00000214367.7	HAUS3
ENSG00000123933.16	MXD4
ENSG00000159733.13	ZFYVE28
ENSG00000206113.10	CFAP99
ENSG00000063978.15	RNF4
ENSG00000125386.15	FAM193A
ENSG00000168884.14	TNIP2
ENSG00000087266.15	SH3BP2
ENSG00000087274.16	ADD1
ENSG00000109736.14	MFSD10
ENSG00000087269.15	NOP14
ENSG00000125388.19	GRK4
ENSG00000197386.12	HTT
ENSG00000188981.10	MSANTD1
ENSG00000159788.19	RGS12
ENSG00000109758.8	HGFAC
ENSG00000175920.17	DOK7
ENSG00000163956.11	LRPAP1
ENSG00000184160.7	ADRA2C
ENSG00000163982.5	OTOP1
ENSG00000132406.11	TMEM128
ENSG00000145220.13	LYAR
ENSG00000168826.15	ZBTB49
ENSG00000168824.14	NSG1
ENSG00000168818.9	STX18
ENSG00000163132.6	MSX1
ENSG00000170891.10	CYTL1
ENSG00000152953.12	STK32B
ENSG00000173040.12	EVC2
ENSG00000072840.12	EVC
ENSG00000072832.14	CRMP1
ENSG00000181215.15	C4orf50
ENSG00000152969.19	JAKMIP1
ENSG00000284684.1	AC092442.1
ENSG00000109501.13	WFS1
ENSG00000074211.13	PPP2R2C
ENSG00000013288.8	MAN2B2
ENSG00000179010.14	MRFAP1
ENSG00000170846.17	AC093323.1
ENSG00000163993.6	S100P
ENSG00000178988.10	MRFAP1L1
ENSG00000186222.4	BLOC1S4
ENSG00000170871.11	KIAA0232
ENSG00000132405.18	TBC1D14
ENSG00000173013.5	CCDC96
ENSG00000173011.11	TADA2B
ENSG00000109519.12	GRPEL1
ENSG00000184985.16	SORCS2
ENSG00000178597.6	PSAPL1
ENSG00000196526.10	AFAP1
ENSG00000163995.19	ABLIM2
ENSG00000125089.16	SH3TC1
ENSG00000170801.9	HTRA3
ENSG00000087008.15	ACOX3
ENSG00000155275.18	TRMT44
ENSG00000155269.11	GPR78
ENSG00000109625.18	CPZ
ENSG00000215612.7	HMX1
ENSG00000229924.3	FAM90A26
ENSG00000231396.2	USP17L10
ENSG00000233136.2	USP17L11
ENSG00000227551.1	USP17L12
ENSG00000232399.3	USP17L13
ENSG00000223569.6	USP17L15
ENSG00000249104.2	USP17L17
ENSG00000250844.2	USP17L18
ENSG00000248920.2	USP17L19
ENSG00000250745.2	USP17L20
ENSG00000249811.2	USP17L21
ENSG00000248933.2	USP17L22
ENSG00000250913.2	USP17L23
ENSG00000232264.4	USP17L24
ENSG00000230430.4	USP17L25
ENSG00000229579.4	USP17L26
ENSG00000227140.3	USP17L5
ENSG00000235780.3	USP17L27
ENSG00000231051.3	USP17L28
ENSG00000231637.3	USP17L29
ENSG00000228856.3	USP17L30
ENSG00000186146.1	DEFB131A
ENSG00000109667.11	SLC2A9
ENSG00000169676.5	DRD5
ENSG00000071127.16	WDR1
ENSG00000178163.7	ZNF518B
ENSG00000109684.14	CLNK
ENSG00000002587.9	HS3ST1
ENSG00000157869.14	RAB28
ENSG00000109705.7	NKX3-2
ENSG00000038219.12	BOD1L1
ENSG00000137449.15	CPEB2
ENSG00000163145.12	C1QTNF7
ENSG00000048342.15	CC2D2A
ENSG00000118564.14	FBXL5
ENSG00000237765.6	FAM200B
ENSG00000109743.10	BST1
ENSG00000004468.12	CD38
ENSG00000137440.4	FGFBP1
ENSG00000137441.7	FGFBP2
ENSG00000007062.11	PROM1
ENSG00000169762.16	TAPT1
ENSG00000169744.12	LDB2
ENSG00000151552.11	QDPR
ENSG00000249581.2	CLRN2
ENSG00000002549.12	LAP3
ENSG00000118579.12	MED28
ENSG00000047662.4	FAM184B
ENSG00000163257.10	DCAF16
ENSG00000109805.9	NCAPG
ENSG00000178177.15	LCORL
ENSG00000145147.19	SLIT2
ENSG00000163138.18	PACRGL
ENSG00000185774.15	KCNIP4
ENSG00000152990.13	ADGRA3
ENSG00000109819.8	PPARGC1A
ENSG00000109606.12	DHX15
ENSG00000109610.5	SOD3
ENSG00000181982.18	CCDC149
ENSG00000153012.11	LGI2
ENSG00000109618.11	SEPSECS
ENSG00000281028.1	AC104662.2
ENSG00000038210.12	PI4K2B
ENSG00000168228.14	ZCCHC4
ENSG00000053900.10	ANAPC4
ENSG00000157765.12	SLC34A2
ENSG00000091490.10	SEL1L3
ENSG00000250317.8	SMIM20
ENSG00000168214.20	RBPJ
ENSG00000163394.5	CCKAR
ENSG00000109680.10	TBC1D19
ENSG00000109689.15	STIM2
ENSG00000169851.15	PCDH7
ENSG00000047365.11	ARAP2
ENSG00000197057.9	DTHD1
ENSG00000174145.7	NWD2
ENSG00000154274.14	C4orf19
ENSG00000181826.9	RELL1
ENSG00000169299.13	PGM2
ENSG00000065882.15	TBC1D1
ENSG00000250254.1	PTTG2
ENSG00000109787.12	KLF3
ENSG00000174123.10	TLR10
ENSG00000174125.7	TLR1
ENSG00000174130.12	TLR6
ENSG00000197712.11	FAM114A1
ENSG00000121895.7	TMEM156
ENSG00000109790.16	KLHL5
ENSG00000157796.17	WDR19
ENSG00000035928.15	RFC1
ENSG00000134962.6	KLB
ENSG00000163682.16	RPL9
ENSG00000121897.14	LIAS
ENSG00000109814.11	UGDH
ENSG00000163683.11	SMIM14
ENSG00000078140.13	UBE2K
ENSG00000121892.14	PDS5A
ENSG00000078177.13	N4BP2
ENSG00000168421.12	RHOH
ENSG00000174343.5	CHRNA9
ENSG00000163694.14	RBM47
ENSG00000179299.16	NSUN7
ENSG00000163697.16	APBB2
ENSG00000154277.12	UCHL1
ENSG00000064042.17	LIMCH1
ENSG00000109132.6	PHOX2B
ENSG00000109133.12	TMEM33
ENSG00000182308.6	DCAF4L1
ENSG00000014824.13	SLC30A9
ENSG00000188848.15	BEND4
ENSG00000178343.4	SHISA3
ENSG00000124406.16	ATP8A1
ENSG00000215203.2	GRXCR1
ENSG00000183783.6	KCTD8
ENSG00000177752.14	YIPF7
ENSG00000151806.13	GUF1
ENSG00000163281.11	GNPDA2
ENSG00000163285.7	GABRG1
ENSG00000151834.15	GABRA2
ENSG00000170516.16	COX7B2
ENSG00000109158.10	GABRA4
ENSG00000163288.13	GABRB1
ENSG00000169019.10	COMMD8
ENSG00000145246.13	ATP10D
ENSG00000145244.11	CORIN
ENSG00000170448.11	NFXL1
ENSG00000163293.11	NIPAL1
ENSG00000198515.13	CNGA1
ENSG00000074966.10	TXK
ENSG00000135605.12	TEC
ENSG00000109171.14	SLAIN2
ENSG00000145248.6	SLC10A4
ENSG00000182223.7	ZAR1
ENSG00000075539.14	FRYL
ENSG00000109180.14	OCIAD1
ENSG00000145247.11	OCIAD2
ENSG00000109182.11	CWH43
ENSG00000109184.14	DCUN1D4
ENSG00000188993.3	LRRC66
ENSG00000163069.12	SGCB
ENSG00000163071.10	SPATA18
ENSG00000109189.12	USP46
ENSG00000226887.7	ERVMER34-1
ENSG00000128045.6	RASL11B
ENSG00000184178.15	SCFD2
ENSG00000145216.15	FIP1L1
ENSG00000282278.1	AC058822.1
ENSG00000072201.13	LNX1
ENSG00000109220.10	CHIC2
ENSG00000180613.10	GSX2
ENSG00000134853.11	PDGFRA
ENSG00000157404.15	KIT
ENSG00000128052.9	KDR
ENSG00000128039.10	SRD5A3
ENSG00000134851.12	TMEM165
ENSG00000134852.14	CLOCK
ENSG00000163440.11	PDCL2
ENSG00000109255.11	NMU
ENSG00000250821.2	EXOC1L
ENSG00000090989.17	EXOC1
ENSG00000174799.10	CEP135
ENSG00000109265.14	KIAA1211
ENSG00000157426.13	AASDH
ENSG00000128059.8	PPAT
ENSG00000128050.8	PAICS
ENSG00000174780.16	SRP72
ENSG00000196503.4	ARL9
ENSG00000249693.2	THEGL
ENSG00000171476.21	HOPX
ENSG00000128040.10	SPINK2
ENSG00000084093.16	REST
ENSG00000084092.6	NOA1
ENSG00000047315.15	POLR2B
ENSG00000163453.11	IGFBP7
ENSG00000150471.16	ADGRL3
ENSG00000205678.7	TECRL
ENSG00000145242.13	EPHA5
ENSG00000145241.10	CENPC
ENSG00000035720.7	STAP1
ENSG00000033178.12	UBA6
ENSG00000109163.6	GNRHR
ENSG00000153802.11	TMPRSS11D
ENSG00000187054.15	TMPRSS11A
ENSG00000198092.5	TMPRSS11F
ENSG00000185873.7	TMPRSS11B
ENSG00000083896.12	YTHDC1
ENSG00000087128.9	TMPRSS11E
ENSG00000197888.2	UGT2B17
ENSG00000196620.9	UGT2B15
ENSG00000109181.11	UGT2B10
ENSG00000135220.10	UGT2A3
ENSG00000171234.13	UGT2B7
ENSG00000213759.9	UGT2B11
ENSG00000135226.17	UGT2B28
ENSG00000156096.13	UGT2B4
ENSG00000173610.12	UGT2A1
ENSG00000271271.5	UGT2A2
ENSG00000173597.8	SULT1B1
ENSG00000284695.1	AC108941.2
ENSG00000109193.11	SULT1E1
ENSG00000126545.13	CSN1S1
ENSG00000135222.6	CSN2
ENSG00000126549.9	STATH
ENSG00000205649.7	HTN3
ENSG00000126550.8	HTN1
ENSG00000187533.13	PRR27
ENSG00000109205.16	ODAM
ENSG00000181617.5	FDCSP
ENSG00000171209.3	CSN3
ENSG00000145309.5	CABS1
ENSG00000109208.4	SMR3A
ENSG00000171201.10	SMR3B
ENSG00000171199.10	OPRPN
ENSG00000171195.10	MUC7
ENSG00000187689.9	AMTN
ENSG00000178522.14	AMBN
ENSG00000132464.11	ENAM
ENSG00000132465.10	JCHAIN
ENSG00000132467.3	UTP3
ENSG00000018189.12	RUFY3
ENSG00000132463.13	GRSF1
ENSG00000173542.8	MOB1B
ENSG00000156136.9	DCK
ENSG00000080493.16	SLC4A4
ENSG00000145321.12	GC
ENSG00000056291.17	NPFFR2
ENSG00000156140.9	ADAMTS3
ENSG00000163626.16	COX18
ENSG00000132466.18	ANKRD17
ENSG00000163631.16	ALB
ENSG00000081051.7	AFP
ENSG00000079557.4	AFM
ENSG00000169435.13	RASSF6
ENSG00000169429.10	CXCL8
ENSG00000124875.9	CXCL6
ENSG00000109272.3	PF4V1
ENSG00000163739.4	CXCL1
ENSG00000163737.3	PF4
ENSG00000163736.3	PPBP
ENSG00000163735.6	CXCL5
ENSG00000163734.4	CXCL3
ENSG00000081041.8	CXCL2
ENSG00000163738.18	MTHFD2L
ENSG00000182585.9	EPGN
ENSG00000124882.3	EREG
ENSG00000109321.10	AREG
ENSG00000174808.11	BTC
ENSG00000169116.11	PARM1
ENSG00000163743.13	RCHY1
ENSG00000174796.12	THAP6
ENSG00000174792.10	ODAPH
ENSG00000138769.10	CDKL2
ENSG00000138757.14	G3BP2
ENSG00000138768.14	USO1
ENSG00000156194.17	PPEF2
ENSG00000138744.14	NAAA
ENSG00000198301.11	SDAD1
ENSG00000138755.5	CXCL9
ENSG00000156219.16	ART3
ENSG00000169245.5	CXCL10
ENSG00000169248.12	CXCL11
ENSG00000138750.14	NUP54
ENSG00000138760.9	SCARB2
ENSG00000189157.13	FAM47E
ENSG00000272414.5	FAM47E-STBD1
ENSG00000118804.8	STBD1
ENSG00000163749.17	CCDC158
ENSG00000138771.15	SHROOM3
ENSG00000186212.3	SOWAHB
ENSG00000138758.11	SEPT11
ENSG00000118816.9	CCNI
ENSG00000138764.14	CCNG2
ENSG00000156234.7	CXCL13
ENSG00000138767.13	CNOT6L
ENSG00000169288.17	MRPL1
ENSG00000138759.18	FRAS1
ENSG00000138772.12	ANXA3
ENSG00000138756.17	BMP2K
ENSG00000163291.14	PAQR3
ENSG00000156269.4	NAA11
ENSG00000196475.5	GK2
ENSG00000163297.16	ANTXR2
ENSG00000152784.15	PRDM8
ENSG00000138675.16	FGF5
ENSG00000197826.11	CFAP299
ENSG00000152785.6	BMP3
ENSG00000138669.9	PRKG2
ENSG00000138670.17	RASGEF1B
ENSG00000138668.18	HNRNPD
ENSG00000152795.17	HNRNPDL
ENSG00000145293.15	ENOPH1
ENSG00000249242.7	TMEM150C
ENSG00000145284.11	SCD5
ENSG00000138674.16	SEC31A
ENSG00000168152.12	THAP9
ENSG00000189308.10	LIN54
ENSG00000138663.8	COPS4
ENSG00000145287.10	PLAC8
ENSG00000173085.14	COQ2
ENSG00000173083.14	HPSE
ENSG00000163312.10	HELQ
ENSG00000163319.10	MRPS18C
ENSG00000163322.13	ABRAXAS1
ENSG00000138678.10	GPAT3
ENSG00000163623.9	NKX6-1
ENSG00000163624.5	CDS1
ENSG00000163625.15	WDFY3
ENSG00000138639.17	ARHGAP24
ENSG00000109339.21	MAPK10
ENSG00000163629.12	PTPN13
ENSG00000145283.7	SLC10A6
ENSG00000163633.11	C4orf36
ENSG00000285458.1	AC093827.5
ENSG00000172493.20	AFF1
ENSG00000145332.13	KLHL8
ENSG00000170509.11	HSD17B13
ENSG00000198189.10	HSD17B11
ENSG00000170502.12	NUDT9
ENSG00000152583.12	SPARCL1
ENSG00000152591.13	DSPP
ENSG00000152592.13	DMP1
ENSG00000029559.6	IBSP
ENSG00000152595.16	MEPE
ENSG00000118785.13	SPP1
ENSG00000118762.7	PKD2
ENSG00000118777.11	ABCG2
ENSG00000163644.14	PPM1K
ENSG00000138642.14	HERC6
ENSG00000138646.8	HERC5
ENSG00000145337.4	PYURF
ENSG00000255072.1	PIGY
ENSG00000285385.1	AC098582.1
ENSG00000138641.16	HERC3
ENSG00000177432.7	NAP1L5
ENSG00000138640.14	FAM13A
ENSG00000180346.3	TIGD2
ENSG00000185477.4	GPRIN3
ENSG00000145335.15	SNCA
ENSG00000138722.9	MMRN1
ENSG00000184305.15	CCSER1
ENSG00000152208.12	GRID2
ENSG00000172238.4	ATOH1
ENSG00000163104.17	SMARCAD1
ENSG00000163106.10	HPGDS
ENSG00000163110.14	PDLIM5
ENSG00000138696.10	BMPR1B
ENSG00000182168.14	UNC5C
ENSG00000163114.5	PDHA2
ENSG00000163116.9	STPG2
ENSG00000138698.14	RAP1GDS1
ENSG00000168785.7	TSPAN5
ENSG00000151247.12	EIF4E
ENSG00000164024.11	METAP1
ENSG00000197894.10	ADH5
ENSG00000198099.8	ADH4
ENSG00000172955.17	ADH6
ENSG00000187758.7	ADH1A
ENSG00000196616.13	ADH1B
ENSG00000248144.5	ADH1C
ENSG00000196344.11	ADH7
ENSG00000138813.9	C4orf17
ENSG00000145331.13	TRMT10A
ENSG00000138823.13	MTTP
ENSG00000248713.1	C4orf54
ENSG00000070190.12	DAPP1
ENSG00000109270.12	LAMTOR3
ENSG00000164031.16	DNAJB14
ENSG00000164032.11	H2AFZ
ENSG00000145358.6	DDIT4L
ENSG00000164035.9	EMCN
ENSG00000138814.16	PPP3CA
ENSG00000153064.11	BANK1
ENSG00000138821.12	SLC39A8
ENSG00000109320.11	NFKB1
ENSG00000109323.9	MANBA
ENSG00000109332.19	UBE2D3
ENSG00000145354.11	CISD2
ENSG00000164037.16	SLC9B1
ENSG00000164038.14	SLC9B2
ENSG00000164039.14	BDH2
ENSG00000138778.11	CENPE
ENSG00000169836.4	TACR3
ENSG00000168772.10	CXXC4
ENSG00000168769.13	TET2
ENSG00000138777.19	PPA2
ENSG00000236699.8	ARHGEF38
ENSG00000138785.14	INTS12
ENSG00000138780.14	GSTCD
ENSG00000168743.12	NPNT
ENSG00000145348.16	TBCK
ENSG00000164022.16	AIMP1
ENSG00000250298.4	GIMD1
ENSG00000155011.8	DKK2
ENSG00000138801.8	PAPSS1
ENSG00000164023.14	SGMS2
ENSG00000155016.17	CYP2U1
ENSG00000138796.16	HADH
ENSG00000138795.9	LEF1
ENSG00000109475.16	RPL34
ENSG00000198856.12	OSTC
ENSG00000164089.8	ETNPPL
ENSG00000188517.15	COL25A1
ENSG00000138802.11	SEC24B
ENSG00000005059.15	MCUB
ENSG00000138794.9	CASP6
ENSG00000123739.10	PLA2G12A
ENSG00000285330.1	AC126283.2
ENSG00000205403.13	CFI
ENSG00000109534.16	GAR1
ENSG00000180245.4	RRH
ENSG00000183423.11	LRIT3
ENSG00000138798.11	EGF
ENSG00000170522.9	ELOVL6
ENSG00000138792.9	ENPEP
ENSG00000164093.16	PITX2
ENSG00000174749.5	FAM241A
ENSG00000138660.11	AP1AR
ENSG00000145365.10	TIFA
ENSG00000073331.17	ALPK1
ENSG00000178403.3	NEUROG2
ENSG00000138658.15	ZGRF1
ENSG00000174720.15	LARP7
ENSG00000145362.17	ANK2
ENSG00000145349.16	CAMK2D
ENSG00000180801.13	ARSJ
ENSG00000174607.10	UGT8
ENSG00000138653.9	NDST4
ENSG00000270394.4	MTRNR2L13
ENSG00000174599.5	TRAM1L1
ENSG00000164100.8	NDST3
ENSG00000164099.3	PRSS12
ENSG00000145388.14	METTL14
ENSG00000150961.14	SEC24D
ENSG00000172403.10	SYNPO2
ENSG00000172399.5	MYOZ2
ENSG00000145390.11	USP53
ENSG00000164096.12	C4orf3
ENSG00000145384.3	FABP2
ENSG00000138735.15	PDE5A
ENSG00000164109.13	MAD2L1
ENSG00000138738.10	PRDM5
ENSG00000173376.13	NDNF
ENSG00000050730.15	TNIP3
ENSG00000186867.10	QRFPR
ENSG00000164111.14	ANXA5
ENSG00000164112.13	TMEM155
ENSG00000123737.12	EXOSC9
ENSG00000145386.9	CCNA2
ENSG00000138686.9	BBS7
ENSG00000138741.10	TRPC3
ENSG00000138688.15	KIAA1109
ENSG00000164113.10	ADAD1
ENSG00000109471.4	IL2
ENSG00000138684.8	IL21
ENSG00000181004.9	BBS12
ENSG00000138685.15	FGF2
ENSG00000170917.13	NUDT6
ENSG00000145375.7	SPATA5
ENSG00000164056.10	SPRY1
ENSG00000151458.11	ANKRD50
ENSG00000196159.11	FAT4
ENSG00000164066.12	INTU
ENSG00000151475.5	SLC25A31
ENSG00000164070.11	HSPA4L
ENSG00000142731.10	PLK4
ENSG00000164073.10	MFSD8
ENSG00000164074.15	ABHD18
ENSG00000138709.18	LARP1B
ENSG00000164040.16	PGRMC2
ENSG00000077684.15	JADE1
ENSG00000151466.11	SCLT1
ENSG00000151470.12	C4orf33
ENSG00000138650.8	PCDH10
ENSG00000254535.3	PABPC4L
ENSG00000189184.11	PCDH18
ENSG00000151012.13	SLC7A11
ENSG00000151014.5	NOCT
ENSG00000109381.19	ELF2
ENSG00000137463.4	MGARP
ENSG00000109390.11	NDUFC1
ENSG00000164134.12	NAA15
ENSG00000172007.5	RAB33B
ENSG00000145391.13	SETD7
ENSG00000085871.8	MGST2
ENSG00000196782.12	MAML3
ENSG00000153130.17	SCOC
ENSG00000153132.12	CLGN
ENSG00000205301.11	MGAT4D
ENSG00000179387.9	ELMOD2
ENSG00000109424.3	UCP1
ENSG00000109436.7	TBC1D9
ENSG00000170153.10	RNF150
ENSG00000109445.10	ZNF330
ENSG00000164136.16	IL15
ENSG00000109452.12	INPP4B
ENSG00000170185.9	USP38
ENSG00000109458.8	GAB1
ENSG00000153147.5	SMARCA5
ENSG00000183090.5	FREM3
ENSG00000197465.13	GYPE
ENSG00000250361.8	GYPB
ENSG00000170180.21	GYPA
ENSG00000285713.1	AC098588.1
ENSG00000164161.9	HHIP
ENSG00000164162.13	ANAPC10
ENSG00000164163.10	ABCE1
ENSG00000164164.16	OTUD4
ENSG00000170365.9	SMAD1
ENSG00000151611.14	MMAA
ENSG00000237136.7	C4orf51
ENSG00000151612.15	ZNF827
ENSG00000164167.11	LSM6
ENSG00000250673.2	REELD1
ENSG00000120519.14	SLC10A7
ENSG00000151615.3	POU4F2
ENSG00000137473.17	TTC29
ENSG00000151617.16	EDNRA
ENSG00000164168.7	TMEM184C
ENSG00000164169.12	PRMT9
ENSG00000071205.11	ARHGAP10
ENSG00000151623.14	NR3C2
ENSG00000234828.8	IQCM
ENSG00000170390.15	DCLK2
ENSG00000198589.11	LRBA
ENSG00000181541.5	MAB21L2
ENSG00000145425.9	RPS3A
ENSG00000109686.17	SH3D19
ENSG00000189099.11	PRSS48
ENSG00000164142.15	FAM160A1
ENSG00000059691.11	GATB
ENSG00000109670.14	FBXW7
ENSG00000170006.11	TMEM154
ENSG00000169989.2	TIGD4
ENSG00000164144.15	ARFIP1
ENSG00000137460.8	FHDC1
ENSG00000109654.14	TRIM2
ENSG00000121211.7	MND1
ENSG00000121210.15	TMEM131L
ENSG00000137462.7	TLR2
ENSG00000145428.14	RNF175
ENSG00000145423.4	SFRP2
ENSG00000197410.13	DCHS2
ENSG00000171566.11	PLRG1
ENSG00000171564.11	FGB
ENSG00000171560.14	FGA
ENSG00000171557.16	FGG
ENSG00000121207.11	LRAT
ENSG00000151962.7	RBM46
ENSG00000185149.5	NPY2R
ENSG00000164114.18	MAP9
ENSG00000164116.16	GUCY1A1
ENSG00000061918.12	GUCY1B1
ENSG00000256394.2	ASIC5
ENSG00000151790.8	TDO2
ENSG00000256043.2	CTSO
ENSG00000145431.10	PDGFC
ENSG00000109738.10	GLRB
ENSG00000120251.19	GRIA2
ENSG00000164125.15	FAM198B
ENSG00000164124.10	TMEM144
ENSG00000171509.15	RXFP1
ENSG00000205208.4	C4orf46
ENSG00000171503.11	ETFDH
ENSG00000171497.4	PPID
ENSG00000052795.12	FNIP2
ENSG00000164123.6	C4orf45
ENSG00000109756.9	RAPGEF2
ENSG00000168843.13	FSTL5
ENSG00000145414.8	NAF1
ENSG00000164128.6	NPY1R
ENSG00000164129.11	NPY5R
ENSG00000151005.4	TKTL2
ENSG00000198498.9	TMA16
ENSG00000145416.13	MARCH1
ENSG00000248771.5	SMIM31
ENSG00000248329.5	APELA
ENSG00000183439.7	TRIM61
ENSG00000250486.4	FAM218A
ENSG00000176979.13	TRIM60
ENSG00000250374.4	TRIM75P
ENSG00000170088.13	TMEM192
ENSG00000109466.13	KLHL2
ENSG00000229894.4	GK3P
ENSG00000052802.12	MSMO1
ENSG00000109472.13	CPE
ENSG00000038295.7	TLL1
ENSG00000196104.10	SPOCK3
ENSG00000109511.11	ANXA10
ENSG00000137628.16	DDX60
ENSG00000181381.13	DDX60L
ENSG00000129116.18	PALLD
ENSG00000145439.11	CBR4
ENSG00000154447.14	SH3RF1
ENSG00000137601.16	NEK1
ENSG00000109572.13	CLCN3
ENSG00000056050.6	HPF1
ENSG00000198948.11	MFAP3L
ENSG00000109576.13	AADAT
ENSG00000174473.15	GALNTL6
ENSG00000109586.11	GALNT7
ENSG00000164104.11	HMGB2
ENSG00000164105.3	SAP30
ENSG00000164106.7	SCRG1
ENSG00000164107.8	HAND2
ENSG00000164117.13	FBXO8
ENSG00000164118.12	CEP44
ENSG00000164120.13	HPGD
ENSG00000145451.12	GLRA3
ENSG00000168594.15	ADAM29
ENSG00000150625.16	GPM6A
ENSG00000150627.15	WDR17
ENSG00000150628.6	SPATA4
ENSG00000164122.8	ASB5
ENSG00000129128.12	SPCS3
ENSG00000150630.3	VEGFC
ENSG00000109674.3	NEIL3
ENSG00000038002.8	AGA
ENSG00000218336.8	TENM3
ENSG00000129187.14	DCTD
ENSG00000151718.15	WWC2
ENSG00000177300.6	CLDN22
ENSG00000185758.9	CLDN24
ENSG00000168564.5	CDKN2AIP
ENSG00000168556.6	ING2
ENSG00000182552.14	RWDD4
ENSG00000168538.15	TRAPPC11
ENSG00000173320.11	STOX2
ENSG00000164303.10	ENPP6
ENSG00000168310.10	IRF2
ENSG00000164305.18	CASP3
ENSG00000164306.10	PRIMPOL
ENSG00000151725.11	CENPU
ENSG00000151726.13	ACSL1
ENSG00000187821.8	HELT
ENSG00000151729.10	SLC25A4
ENSG00000164323.13	CFAP97
ENSG00000109762.15	SNX25
ENSG00000109771.15	LRP2BP
ENSG00000186352.8	ANKRD37
ENSG00000109775.10	UFSP2
ENSG00000205129.8	C4orf47
ENSG00000168491.9	CCDC110
ENSG00000154553.14	PDLIM3
ENSG00000154556.18	SORBS2
ENSG00000164342.12	TLR3
ENSG00000109794.13	FAM149A
ENSG00000145476.15	CYP4V2
ENSG00000164344.15	KLKB1
ENSG00000088926.13	F11
ENSG00000272297.2	AC018709.1
ENSG00000168412.6	MTNR1A
ENSG00000083857.13	FAT1
ENSG00000179059.9	ZFP42
ENSG00000179046.8	TRIML2
ENSG00000184108.7	TRIML1
ENSG00000109536.11	FRG1
ENSG00000205097.6	FRG2
ENSG00000260596.5	DUX4
ENSG00000153404.14	PLEKHG4B
ENSG00000185028.3	LRRC14B
ENSG00000164366.3	CCDC127
ENSG00000073578.16	SDHA
ENSG00000249915.7	PDCD6
ENSG00000063438.16	AHRR
ENSG00000180104.15	EXOC3
ENSG00000066230.11	SLC9A3
ENSG00000112877.7	CEP72
ENSG00000171368.11	TPPP
ENSG00000206077.10	ZDHHC11B
ENSG00000188818.12	ZDHHC11
ENSG00000028310.17	BRD9
ENSG00000071539.13	TRIP13
ENSG00000145506.13	NKD2
ENSG00000113504.20	SLC12A7
ENSG00000174358.15	SLC6A19
ENSG00000164363.9	SLC6A18
ENSG00000164362.19	TERT
ENSG00000049656.13	CLPTM1L
ENSG00000142319.17	SLC6A3
ENSG00000153395.9	LPCAT1
ENSG00000171421.12	MRPL36
ENSG00000145494.11	NDUFS6
ENSG00000113430.9	IRX4
ENSG00000170561.12	IRX2
ENSG00000186493.12	C5orf38
ENSG00000170549.3	IRX1
ENSG00000145536.15	ADAMTS16
ENSG00000164151.11	ICE1
ENSG00000133398.3	MED10
ENSG00000215218.3	UBE2QL1
ENSG00000037474.14	NSUN2
ENSG00000145545.11	SRD5A1
ENSG00000112941.13	TENT4A
ENSG00000078295.16	ADCY2
ENSG00000215217.6	C5orf49
ENSG00000124275.14	MTRR
ENSG00000124279.11	FASTKD3
ENSG00000112902.11	SEMA5A
ENSG00000169777.6	TAS2R1
ENSG00000150756.13	FAM173B
ENSG00000150753.11	CCT5
ENSG00000164237.8	CMBL
ENSG00000145495.15	MARCH6
ENSG00000145491.11	ROPN1L
ENSG00000164236.11	ANKRD33B
ENSG00000112977.15	DAP
ENSG00000169862.18	CTNND2
ENSG00000039139.9	DNAH5
ENSG00000038382.19	TRIO
ENSG00000145569.5	OTULINL
ENSG00000154124.4	OTULIN
ENSG00000154122.13	ANKH
ENSG00000183580.9	FBXL7
ENSG00000183654.8	MARCH11
ENSG00000173545.4	ZNF622
ENSG00000154153.13	RETREG1
ENSG00000145555.14	MYO10
ENSG00000176788.8	BASP1
ENSG00000249662.6	LINC02218
ENSG00000268799.3	AC106774.4
ENSG00000284373.1	TAF11L2
ENSG00000284439.1	TAF11L3
ENSG00000284283.1	TAF11L4
ENSG00000284234.1	TAF11L5
ENSG00000284042.1	TAF11L6
ENSG00000284465.1	TAF11L7
ENSG00000283967.1	TAF11L8
ENSG00000283988.1	TAF11L9
ENSG00000284356.1	TAF11L10
ENSG00000283740.1	TAF11L11
ENSG00000249156.2	TAF11L12
ENSG00000283776.1	TAF11L13
ENSG00000250782.1	TAF11L14
ENSG00000269466.3	H3.Y
ENSG00000145526.11	CDH18
ENSG00000154162.14	CDH12
ENSG00000164256.10	PRDM9
ENSG00000040731.10	CDH10
ENSG00000113100.9	CDH9
ENSG00000113361.12	CDH6
ENSG00000113360.16	DROSHA
ENSG00000082213.17	C5orf22
ENSG00000133401.15	PDZD2
ENSG00000113384.13	GOLPH3
ENSG00000150712.10	MTMR12
ENSG00000056097.15	ZFR
ENSG00000113387.11	SUB1
ENSG00000113389.15	NPR3
ENSG00000113407.13	TARS
ENSG00000151388.10	ADAMTS12
ENSG00000182631.6	RXFP3
ENSG00000164175.14	SLC45A2
ENSG00000242110.7	AMACR
ENSG00000273294.1	C1QTNF3-AMACR
ENSG00000082196.20	C1QTNF3
ENSG00000039560.13	RAI14
ENSG00000205838.14	TTC23L
ENSG00000113456.18	RAD1
ENSG00000113460.12	BRIX1
ENSG00000168724.16	DNAJC21
ENSG00000113492.13	AGXT2
ENSG00000113494.16	PRLR
ENSG00000152582.13	SPEF2
ENSG00000168685.14	IL7R
